0;0;0;0
0.627454;0.0013196;0.0156913;0.0143717
1.31765;0.00271022;0.0321163;0.0294061
2.07687;0.00409094;0.0481836;0.0440926
2.91201;0.00533957;0.0623336;0.056994
3.83067;0.00628839;0.0725486;0.0662602
4.84119;0.00672956;0.0764907;0.0697611
5.95276;0.00643836;0.071869;0.0654306
7.17549;0.00522459;0.0571328;0.0519082
8.5205;0.00302024;0.0323935;0.0293732
10;6.80966e-18;8.25161e-19;5.9845e-18
